id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM1539131_con	0.006083959	0.052355276	0	0.063205403	0.159748328	0	0.043675519	0	0.004186883	0	0.220762299	0	0.310399062	0.012607317	0	0	0	0	0	0.015260633	0	0.11171532
GSM1539132_con	0	0.03014988	0	0.178385019	0.103096435	0.128714284	0	0	0.000469959	0	0.13356101	0.033502525	0.238933125	0.022225938	0	0	0	0.001030314	0.002042044	0	0	0.127889468
GSM1539133_con	0	0.023597587	0	0.099503292	0.066387377	0.122819659	0	0	0	0.01896205	0.102209536	0.051159294	0.30948272	0.017099976	0	0.003221414	0	0.008466367	0	0.013050033	0	0.164040696
GSM1539134_con	0.000721927	0.036390637	0	0.137803077	0	0.100535225	0.002137877	0	0.020902215	0	0.205267426	0.063626949	0.190013906	0.013348024	0	0	0	0	0	0.0023846	0	0.226868137
GSM1539135_con	0	0.039738463	0	0.051004566	0.090536647	0.185082535	0.006902556	0	0.008206305	0	0.093366032	0.066929382	0.289066789	0.033864338	0	0	0	0.009232872	0	0.010469456	0	0.11560006
GSM1539136_con	0	0.003046295	0	0.101145915	0.06591685	0.077390416	0.010061458	0	0	0.045098006	0.025958263	0.099181451	0.27656545	0.026890852	0	0	0	0.00598155	0	0.010265703	0	0.252497792
GSM1539137_con	0	0.009633844	0	0.240073602	0.087967898	0.069894422	0	0	0	0	0.162382369	0.036937663	0.211759993	0.008331215	0	0	0	0.001124396	0	0.01746321	0	0.154431388
GSM1539138_con	0.006405198	0.015564631	0	0.234315998	0.046474726	0	0.004552591	0	0.025932738	0	0.100931602	0.051113479	0.225558405	0.012155986	0	0	0	0.001362516	0	0.017043156	0	0.258588973
GSM1539139_con	0.005913958	0.030141389	0	0.108976579	0.12093011	0.009327908	0.012976882	0	0	0.045912288	0.122145633	0.053084209	0.291997782	0.022322431	0	0	0	0.011450558	0	0.002708284	0	0.162111989
GSM1539140_con	0	0.003804383	0	0.090218757	0.066789175	0.063643528	0.009514534	0	0.001650873	0	0.124771725	0.063337867	0.387274851	0.005211221	0	0	0	0.003164366	0.001159285	0	0	0.179459434
GSM1539141_con	0	0.018557946	0	0.178147829	0.111050507	0	0.030182289	0	0	0.033929989	0.092823481	0.072121644	0.202728079	0.03108162	0	0	0	0.006862585	0	0.002714834	0	0.219799197
GSM1539142_con	0.008365495	0.033396764	0	0.153038574	0.165359485	0	0.024070752	0	0.002200809	0	0.09919951	0.032719395	0.285611251	0.019597002	0	0	0	0.005942905	0	0.032514544	0	0.137983513
GSM1539143_con	0	0.026303994	0	0.036897285	0.130385158	0	0.001873094	0	0.0310725	0	0.1385252	0	0.300850057	0.012842688	0	0	0	0.003753582	0	0.01323574	0	0.3042607
GSM1539144_con	0	0.019393456	0	0.332769921	0.044774453	0	0.026416005	0	0.001296232	0	0.08940428	0.012821095	0.294166774	0.020700095	0	0	0	0.004911224	0	0.007396917	0	0.145949548
GSM1539145_con	0	0.033744852	0	0.124036625	0.13512141	0	6.64E-05	0	0.067884064	0.004296222	0.129346795	0	0.280532296	0.004880678	0	0	0	0	0	0.011770637	0	0.208320068
GSM1539146_con	0	0.038642857	0	0.098911955	0.176749349	0.080971802	0.017356377	0	0.044087343	0.030276108	0.067819059	0.005632936	0.245714118	0	0	0	0	0.004424215	0.00958429	0	0	0.179829591
GSM1539147_con	0	0.032657961	0	0.124600034	0.153973567	0	0	0	0.018324141	0	0.137078476	0	0.250061804	0.022303003	0	0	0	0	0	0.04733593	0	0.213665085
GSM1539148_con	0.004976502	0.049053975	0	0.125687302	0.190193544	0	0.006598821	0	0.069180653	0	0.081607896	0.003973353	0.253149593	0.018784838	0	0	0	0.011116031	0	0	0	0.185677491
GSM1539149_con	0.002441248	0.037962406	0	0.0908233	0.230403291	0	0	0	0.11686722	0	0.07233341	0	0.253386663	0.03331727	0	0	0	0.00933047	0	0.015986828	0	0.137147895
GSM1539150_con	0	0.018693225	0	0.092127143	0.180648003	0	0.02533801	0	0.091660615	0	0.112500956	0.013710973	0.205266748	0.014245583	0	0	0	0.010930707	0	0.020941575	0	0.213936463
GSM1539151_con	0.000679686	0.035605697	0	0.139024866	0.194940619	0	0.004564094	0	0.037248603	0	0.073313416	0.08997632	0.162274976	0.009211006	0	0	0	0.001512722	0	0.008048016	0	0.24359998
GSM1539152_con	0	0.005093286	0	0.28471853	0.096286633	0	0.006631642	0	0.020298675	0	0.095511293	0.000936924	0.177238988	0.013619504	0	0	0	0.001773897	0	0.016229057	0	0.28166157
GSM1539153_con	0	0.016019214	0	0.071598194	0.120068478	0	0.005410488	0	0.003188696	0	0.16685518	0	0.384039017	0.030655067	0	0	0	0	0	0.006885281	0	0.195280384
GSM1539154_con	0	0.013297383	0	0.182051533	0.108345035	0	0.02714952	0	0.015294027	0	0.115628932	0	0.225591592	0.0480932	0	0	0	0.007547364	0	0.008836448	0	0.248164967
GSM1539155_con	0	0.046538138	0	0.144394058	0.13544826	0	0.001774976	0	0.073239214	0	0.149906415	0.003451708	0.260143963	0.014977594	0	0	0	0	0	0	0	0.170125674
GSM1539156_con	0	0.021988906	0	0.180517054	0.197183188	0	0.001555655	0	0.069292955	0	0.099028981	0.089762433	0.189422052	0.022904456	0	0	0	0.001437429	0.000176711	0	0	0.12673018
GSM1539157_con	0	0.02432603	0	0.155661689	0.118665957	0	0.006086598	0	0.013367949	0	0.202984181	0	0.17126983	0.031162338	0	0	0	0	0	0.025156796	0	0.251318631
GSM1539158_con	0	0.028767802	0	0.080409795	0.067909258	0	0.021405128	0	0.003458238	0	0.197248594	0.029684273	0.329855671	0.017057669	0	0	0	0.005803944	0	0.025113831	0	0.193285797
GSM1539159_con	0.009090704	0.010991795	0	0.232531801	0.117392434	0	0	0	0.061746083	0	0.139532357	0	0.215428972	0.0497985	0	0	0	0.003944533	0	0.00211192	0	0.157430902
GSM1539160_con	0.009678887	0.036325137	0	0.210772567	0.045953596	0.084504361	0.013503096	0	0	0	0.071336919	0.041779036	0.292211492	0.016199744	0	0	0	0.009590211	0	0.000416711	0	0.167728243
GSM1539161_con	0	0.01105958	0	0.133690396	0.043188004	0.051989142	0.010211671	0	0.003276186	0	0.143220324	0.04386546	0.265865114	0.030045887	0	0	0	0.005940117	0	0	0	0.25764812
GSM1539162_con	0	0.024679444	0	0.095283098	0.106015327	0.077510445	0	0	0.027295234	0	0.117932853	0.003103147	0.332950795	0.005170519	0	0	0	0.000800344	0.00332076	0	0	0.205938033
GSM1539163_con	0	0.020650232	0	0.224132677	0.079274609	0	0.055158372	0	0	0.077319989	0.046944981	0	0.267202775	0.020106886	0	0	0	0.001547663	0	0.021894645	0	0.185767172
GSM1539164_con	0	0.035251316	0	0.043145893	0.179354601	0.112603825	0.03160503	0	0	0	0.097775609	0.014271757	0.336789463	0.014326374	0	0	0	0.000480269	0.011586962	0	0	0.122808899
GSM1539165_con	0	0.010568211	0	0.261077165	0.027887616	0	0.010550847	0	0	0.02606517	0.084082704	0.078684109	0.272436386	0.016554533	0	0	0	0.004071427	0.012715803	0	0	0.195306028
GSM1539166_con	0	0.008499564	0	0.100861875	0.077439885	0.047659363	0.013271212	0	0	0.041534151	0.192277743	0.041317622	0.250335547	0.036939258	0	0	0	0.006517489	0	0.015901887	0	0.167444404
GSM1539167_con	0	0.014906294	0	0.125538033	0.041436697	0	0.001955753	0	0.02280162	0	0.190158125	0	0.334264826	0.016437149	0	0	0	0.002410945	0	0.043893914	0	0.206196644
GSM1539168_con	0	0.009856287	0	0.205712718	0.040158774	0.066991861	0.026624507	0	0	0	0.184125576	0.010818901	0.181775399	0.029100527	0	0	0	0.004284348	0	0.003419646	0	0.237131458
GSM1539169_con	0.000968406	0.015324866	0	0.167715077	0.068372456	0.112730334	0.012457432	0	0	0.003332891	0.083963278	0.024551372	0.269049732	0.027560257	0	0	0	0.008295013	0	0.006166979	0	0.199511908
GSM1539170_con	0	0.027744872	0	0.202535914	0.090198882	0.1289763	0.010984716	0	0	0.020956322	0.058964603	0.069486465	0.202421565	0.014762798	0	0	0	0.006380056	0.002203182	0	0	0.164384327
GSM1539171_con	0	0.042938355	0	0.196745394	0.117370954	0	0	0	0.068578774	0	0.070648141	0.056418178	0.188059496	0.025021725	0	0	0	0.001370324	0	0.059489378	0	0.173359281
GSM1539172_con	0.002776116	0.020178135	0	0.083726117	0.145467794	0	0.015336469	0	0.084795431	0	0.039785982	0.017989983	0.263995351	0.060032433	0	0	0	0.010805773	0	0	0	0.255110415
GSM1539173_con	0	0.088607783	0	0.106737651	0.171395906	0	0.009570617	0	0.055299382	0	0.069732894	0.019565264	0.22960066	0.02161147	0	0	0	0.00519051	0	0.01221819	0	0.210469673
GSM1539174_con	0.006469671	0.041886059	0	0.085252304	0.12663469	0.012362252	0.011187388	0	0.047871797	0	0.108010854	0.005724512	0.201172836	0.037743545	0	0	0	0.016032789	0	0.000465143	0	0.29918616
GSM1539175_con	0	0.056351506	0	0.230562482	0.13252941	0.084278122	0	0	0.026600151	0	0.045092259	0.031005269	0.173536614	0.012606975	0	0	0	0.000834857	0	0	0	0.206602354
GSM1539176_con	0.011008952	0.046909342	0	0.057552154	0.177196231	0.002050246	0.00607255	0	0.04030977	0	0.073378907	0.043136075	0.430724623	0.012388589	0	0	0	0.011817205	0	0.01150859	0	0.075946766
GSM1539177_con	0.000771971	0.025561142	0	0.153159205	0.147438172	0.080502747	0.021813691	0	0.005652691	0.030018798	0	0.114256749	0.279122648	0.011592023	0	0	0	0.001628076	0	0	0	0.128482087
GSM1539178_con	0	0.005936173	0	0.041999164	0.126609016	0.114777486	0.041143643	0	0.011432915	0	0.095474177	0	0.309854139	0.010678785	0	0	0	0.000286023	0.003418805	0	0	0.238389673
GSM1539179_con	0	0.011860075	0	0.216232458	0.053932227	0	0.001978715	0	0.026430954	0	0.113257847	0.047668383	0.207725112	0.017947221	0	0	0	0	0	0.063111505	0	0.239855503
GSM1539180_con	0	0.038211962	0	0.103137161	0.200447248	0	0.001769355	0	0.081194757	0	0.100450169	0.026753877	0.221310265	0.025600242	0	0	0	0	0	0.046671649	0	0.154453315
GSM1539181_con	0.002634453	0.043841113	0	0.09102194	0.103835103	0.071188891	0.017964062	0	0.026536861	0	0.079506706	0	0.228739472	0.046911781	0	0	0	0.00713859	0	0.004723959	0	0.275957068
GSM1539182_con	0	0.047214294	0	0.212771254	0.178361039	0	0	0	0.023998777	0	0.101339272	0	0.176048172	0.010534769	0	0	0	0.001071107	0	0.004288485	0	0.244372832
GSM1539183_con	0.002499011	0.014169451	0	0.220282145	0.159169606	0	0.039281408	0	0.017770264	0	0.055524833	0.051633349	0.216023285	0.029986391	0	0	0	0.006458969	0.000409902	0	0	0.186791387
GSM1539184_con	0	0.027722238	0	0.170223344	0.092566384	0.012785156	0	0	0.028881122	0	0.119090184	0.001616047	0.260960275	0.02437282	0	0	0	0	0	0.020439781	0	0.241342648
GSM1539185_con	0	0.027292928	0	0.138285547	0.078394491	0	0.008122785	0	0.023741388	0	0.136644983	0	0.360318186	0.046830646	0	0	0	0	0	0.006377293	0	0.173991752
GSM1539186_treat	0	0.028400402	0	0.122958125	0.202720119	0.023457144	0.030710248	0	0.001472696	0	0.111644106	0.035426845	0.189626719	0.046491313	0	0	0	0.006656583	0	0.001614901	0	0.198820799
GSM1539187_treat	0	0.017408913	0	0.13418654	0.125622558	0.015036879	0	0	0.021522133	0	0.104292923	0.05975035	0.240465008	0.01401043	0	0	0	0.003304384	0	0.029114525	0	0.235285356
GSM1539188_treat	0	0.018584004	0	0.101342847	0.086676988	0.04763373	0	0	0.028767331	0	0.032663975	0.016391637	0.262137351	0.012603865	0	0	0	0.002320886	0	0.03815876	0	0.352718626
GSM1539189_treat	0	0.02657002	0	0.145692759	0.073419329	0	0.014925401	0	0.053083456	0	0.094854671	0.032535492	0.219467258	0.047943794	0	0	0	0.000102636	0	0.037131006	0	0.254274177
GSM1539190_treat	0.003191928	0.052598245	0	0.078901556	0.161838059	0.003385297	0	0	0.087355561	0	0.084806133	0.021533044	0.241724824	0.019911774	0	0	0	0.002308403	0	0.064234256	0	0.17821092
GSM1539191_treat	0	0.040249114	0	0.095853714	0.138531327	0.065153508	0	0	0	0.034671772	0.038042181	0.02333101	0.286054551	0.053221262	0	0	0	0.008380276	0	0.018185245	0	0.19832604
GSM1539192_treat	0	0.022437832	0	0.174952956	0.112265467	0	0	0	0.051934355	0.037822226	0.072199259	0.010500783	0.24880005	0.012399755	0	0	0	0.000198205	0	0.024148022	0	0.232341091
GSM1539193_treat	0	0.03269114	0	0.053795522	0.15026991	0	0.002639433	0	0.052211737	0	0.104732359	0.02317333	0.274440276	0.015046369	0	0	0	0.001879912	0	0.022004292	0	0.26711572
GSM1539194_treat	0	0.024058433	0.015500235	0.171284018	0.095134477	0	0.007109529	0	0.047946864	0	0.108074409	0.05905718	0.278562409	0.020243812	0	0	0	0.002027458	0	0.025701892	0	0.145299284
GSM1539195_treat	0	0.020039252	0	0.19170857	0.15238208	0	0.059155892	0	0.000322012	0	0.24118049	0	0.17983981	0.012207194	0	0	0	0.002516866	0	0.003780437	0	0.136867397
GSM1539196_treat	0	0.032977408	0	0.070620372	0.198371167	0.090465661	0	0	0.045716632	0	0.094175221	0.081961364	0.21791092	0.021663189	0	0	0	0.001483441	0	0.030692026	0	0.113962599
GSM1539197_treat	0	0.031711357	0	0.183837128	0.175327145	0	0.021391373	0	0.018597905	0	0.182889722	0	0.172301468	0.014940125	0	0	0	0.000394489	0	0.004866604	0	0.193742684
GSM1539198_treat	0	0.034553864	0	0.125442329	0.139143579	0.002526358	0.002189486	0	0.052077894	0	0.129575325	0.045635246	0.238630912	0.016575277	0	0	0	0.002341037	0.004674663	0	0	0.206634029
GSM1539199_treat	0	0.039340203	0	0.094431334	0.173417962	0.041595247	0.015281166	0	0.004105436	0	0.08630731	0.011160857	0.256598548	0.012288764	0	0	0	0.012802554	0	0.033896106	0	0.218774512
GSM1539200_treat	0.003431255	0.029280164	0	0.101549932	0.157320566	0	0	0	0.07081932	0	0.088676149	0.03439986	0.234002569	0.046975372	0	0	0	0.007881117	0	0.019265318	0	0.206398376
GSM1539201_treat	0	0.034035277	0	0.071922072	0.171164102	0	0.027233132	0	0.048531846	0	0.090783231	0.000960316	0.276564025	0.054920714	0	0	0	0.007877585	0	0.007637504	0	0.208370195
GSM1539202_treat	0	0.020402819	0	0.140288559	0.122157112	0	0.000824323	0	0.053107753	0	0.099840238	0.0095684	0.253005078	0.014098357	0	0	0	0.002589418	0	0.030161751	0	0.253956192
GSM1539203_treat	0	0.015951069	0	0.110093491	0.081940105	0	0.028274289	0	0	0	0.114028257	0.000822314	0.215967069	0.036449815	0	0	0	0.005039757	0	0.017135442	0	0.37429839
GSM1539204_treat	0.01053949	0.034236361	0	0.099320855	0.135898589	0	0.024120617	0	0.062788793	0	0.175572844	0	0.196581688	0.058373235	0	0	0	0.007264546	0	0.001738347	0	0.193564636
GSM1539205_treat	0	0.028826935	0	0.105684816	0.104602639	0.008415441	0.006464979	0	0.037430329	0	0.281200324	0	0.173236739	0.018526872	0	0	0	0.003317185	0	0.013842742	0	0.218451
GSM1539206_treat	0	0.03101564	0	0.244360097	0.131800252	0	0.038814592	0	0.000511682	0	0.06546197	0.029794239	0.265744635	0.025359341	0	0	0	0.004828415	0	0.016163535	0	0.146145601
GSM1539207_treat	0	0.023576603	0	0.047257729	0.201169091	0	0.011668614	0	0.022861469	0	0.100379419	0	0.24782927	0.051506042	0	0	0	0.007650593	0	0.016640085	0	0.269461086
GSM1539208_treat	0	0.027691301	0	0.064679123	0.102355757	0	0.013489551	0	0.029647884	0	0.092198907	0.035740569	0.270592965	0.036432669	0	0	0	0.013782874	0	0.033716971	0	0.279671429
GSM1539209_treat	0.011971018	0.04551116	0	0.072958226	0.169180784	0.007986655	0.026373667	0	0.051349277	0	0.138691413	0	0.305440187	0.023330233	0	0	0	0.028443756	0	0.003822375	0	0.114941248
GSM1539210_treat	0.006698725	0.024899114	0	0.057602338	0.16294368	0	0.014162905	0	0.044984316	0	0.123247105	0	0.324308675	0.007491754	0	0	0	0.000558124	0	0.044982353	0	0.188120912
GSM1539211_treat	0	0.02776135	0	0.260057304	0.11000291	0	0	0	0.073612821	0.019078918	0.097196128	0	0.244595598	0.024783111	0	0	0	0.002452968	0	0.005898315	0	0.134560577
GSM1539212_treat	0	0.004608819	0	0.101514027	0.17918927	0	0	0	0.062884912	0.068134485	0.082923562	0.005511066	0.299258961	0.013665292	0	0	0	0.005545001	0	0.003392748	0	0.173371859
GSM1539213_treat	0.000142033	0.014043528	0	0.13286135	0.189641394	0	0	0	0.052848024	0	0.121450067	0.002901085	0.21029088	0.042156151	0	0	0	0.007211622	0	0.029905801	0	0.196548065
GSM1539214_treat	0.00099126	0.011714822	0	0.209899791	0.117418828	0	0.021542911	0	0.005607769	0	0.083212073	0	0.24941996	0.063855322	0	0	0	0.004764278	0	0	0	0.231572986
