id	logFC	AveExpr	t	P.Value	adj.P.Val	B
USF1	0.0653975386174164	7.88784283379888	3.81524511670326	0.000147798001708899	0.000668980428787647	-0.0288923806232209
RING1	0.0564997378840921	9.19221915921788	3.75054167380573	0.000190712182422542	0.000847526713118948	-0.267870191498724
E2F4	0.0538787092445023	8.70980236592179	3.73874777480671	0.000199702662109613	0.000847526713118948	-0.311006890526261
SREBF1	0.0286678009262928	7.05392256284916	3.73843407808735	0.000199947154755658	0.000847526713118948	-0.312152466590653
TERF2	0.0481390037981431	7.8687420698324	3.73787419582918	0.000200384222869209	0.000847526713118948	-0.314196847753372
IRF1	0.10330580111926	11.0798175740223	3.72535173931712	0.000210398027632906	0.000863026624461456	-0.359845009846495
POLR3A	0.0386856700262319	7.61951403910615	3.72493522453871	0.000210739059461518	0.000863026624461456	-0.361360801385393
BMI1	-0.0978539567467474	7.77650521648045	-3.65636175558935	0.000274556008687323	0.00110680391002077	-0.608691067972828
NCAPG	-0.0162560595949266	6.69996076815642	-3.58905823820402	0.00035450311124356	0.00140471988127945	-0.847135573631991
SUPT5H	0.0729253455873859	8.22816379189944	3.58545419652138	0.000359346946373812	0.00140471988127945	-0.859783577396072
LYL1	0.136672006385798	11.6070540893855	3.55802401858543	0.00039829734135887	0.00153374200105356	-0.955645160195035
BRD2	0.0556058650561848	9.84027332122905	3.53606115978409	0.000432297426820455	0.00164018729587761	-1.03188762417882
HDAC3	0.0350543064831594	8.42856241061452	3.46586420028336	0.000560059758438122	0.00209413648807298	-1.27251303992246
IRF3	0.105465881397866	9.09190091480447	3.43061783064145	0.000636762317323007	0.00234692396956194	-1.39157362719617
CIITA	0.0295654070770155	6.92034168296089	3.41904624134602	0.000664007772876104	0.00241287331552162	-1.43040520245177
HDAC6	0.0745308348902984	7.73400576815642	3.35204809771764	0.000844315966172476	0.00302546554545137	-1.65273839534357
CPSF3L	0.0287072300816611	7.2972355377095	3.30882529340994	0.000983762096745176	0.00347685782137336	-1.79391067433469
MAZ	0.017061614168048	6.95648842458101	3.27523069336487	0.001106591699611	0.0038338724406552	-1.90240854358078
STAT1	0.0984452606159447	10.2011876564246	3.27318867434112	0.00111449780251605	0.0038338724406552	-1.90896886256131
ELK1	0.0317009243616404	7.61472111173184	3.26567525839488	0.00114404029943785	0.00388371575335481	-1.9330727561381
CHD1	-0.0785620159995695	7.73587126536313	-3.22891759718471	0.00129930930135712	0.00435352986688491	-2.05022045914705
CBFB	-0.0549290909888294	7.59663577653631	-3.21263822425485	0.00137411793228533	0.00454515931448226	-2.10169182531062
SNAPC2	0.0520586248432107	7.77915956424581	3.19002353729032	0.00148465713766235	0.0048486271078087	-2.17277444852065
PML	0.0121808674420816	6.8403546773743	3.1708532490168	0.00158473001931199	0.00511075431228118	-2.23264842980568
CDK7	-0.0317827704007847	7.50198080167598	-3.16401149782929	0.0016219269441234	0.00516613767387455	-2.25393211559091
DYRK1A	-0.0322865078813752	7.40521543296089	-3.13061317000693	0.00181533785260843	0.00571167275576798	-2.35718758136582
ZBTB17	0.03704721805566	7.69170191061453	3.12311068280457	0.00186160974077992	0.00574914066082971	-2.38023592956318
GTF2F1	0.0484760674982212	8.16085400698324	3.12147942320336	0.00187181323840967	0.00574914066082971	-2.38524019158454
LMNA	0.0757061259352794	7.71182857681564	3.07933254914502	0.00215396662075152	0.00651907947383027	-2.51365309439869
BDP1	0.0291578553020564	7.06442497486034	3.07667203042202	0.00217302649127676	0.00651907947383027	-2.52170212470534
AFF4	0.0355689359841405	7.32845752932961	3.06869734471659	0.0022310889006101	0.00661633260180927	-2.54578784047565
SIRT6	0.0156225525995008	6.78089835195531	3.01967794321859	0.0026204094745373	0.00768256414125708	-2.69250199316962
STAT4	-0.0783708674420804	8.95407947067039	-3.00547937094812	0.00274427915932313	0.00795532610230749	-2.73456799890968
JMJD1C	-0.0527177529275589	7.64016022765363	-2.97191126273767	0.00305873309068063	0.00876836819328446	-2.83325112842046
TERF1	-0.0172253400436881	6.84127825837989	-2.92530363294076	0.00355003909345548	0.0100649460012254	-2.96847445981048
MECP2	0.0248379370192016	6.99019501955307	2.82828878059457	0.00481056732113149	0.01349050400926	-3.24324873229583
TCF7L2	0.0228337779268939	6.87632395949721	2.7899281111581	0.00541218491763343	0.0149181275261978	-3.34939793160071
EZH1	0.0218157527696636	6.92631975	2.78853348993998	0.00543528677311084	0.0149181275261978	-3.3532303252997
VDR	0.0158622089945037	6.78121611173184	2.74891711091898	0.00612994207977257	0.0166476321745402	-3.46131212840606
ESRRA	0.0261371314526819	7.39967728910614	2.7154526745136	0.00677808765811256	0.0182161105811775	-3.55143041326199
PRKDC	0.0171082417392476	6.99672783938547	2.69598258762445	0.00718298760843693	0.0191052660100694	-3.60336499938603
LEF1	-0.0893186904642818	9.10973843715084	-2.6352205048382	0.00859019954507271	0.0226150151288649	-3.76308665988178
CBX5	-0.0248447539099894	7.0887417821229	-2.61157134466599	0.00920152224598767	0.0237587872547431	-3.82428657143493
EZH2	0.0103938473636642	6.82461758519553	2.60789830204547	0.0092998830008618	0.0237587872547431	-3.83374321134749
MEF2C	0.0413588537056038	7.6033905321229	2.60785974124503	0.00930092059197309	0.0237587872547431	-3.83384242097915
VEZF1	-0.0507315307491982	9.2471334301676	-2.58541196470182	0.00992280562802654	0.0248828753762673	-3.89135197715376
PPARD	0.00962749001342988	6.82916858100559	2.58502439820269	0.00993386109982766	0.0248828753762673	-3.89234060967699
FOS	0.0915737830758747	8.57422008379888	2.58088330075183	0.0100526755912167	0.0249383682935952	-3.9028949386824
EHMT2	0.0174279597992992	6.89623035055866	2.54890980814025	0.0110135622301896	0.0268212453814837	-3.98382586099654
ETS1	-0.0793089495802679	9.86601633938547	-2.54871748264263	0.0110195814358034	0.0268212453814837	-3.98430967603732
BCL3	0.0695972083804861	8.87551313547486	2.53699996120974	0.0113918750013289	0.0274682593489987	-4.01371870685086
NIPBL	-0.0236239976053279	7.55318180865922	-2.50778598791596	0.0123692256500525	0.0295487057195698	-4.08646127977843
DNMT1	0.0559390348938198	9.48086329189944	2.49649686114284	0.0127664022029513	0.029946261120876	-4.1143493917273
LIN9	-0.0111145608712047	6.68396893156425	-2.49146030702468	0.0129472189693989	0.029946261120876	-4.12675156541166
CDK2	0.0147450425953695	7.10013448184358	2.49019607809208	0.0129929608683075	0.029946261120876	-4.12986077917553
NR3C1	-0.0123237384367085	6.9269356773743	-2.49000388373845	0.0129999273082872	0.029946261120876	-4.13033332147121
EGR1	0.0481195210477043	7.06315681843575	2.44666566327659	0.0146579103933558	0.0334667334644761	-4.2359721059146
TET2	-0.00866432852643051	6.6949621075419	-2.44007230791904	0.0149258830200238	0.0337796299926855	-4.2518838666465
USF2	0.0193722350552266	7.52866892597765	2.41049218936093	0.0161820502690504	0.036304077994913	-4.32274988632116
BCL11A	-0.0285246249221531	7.40145677513966	-2.39602959025079	0.0168294468524023	0.0374310111027569	-4.35708887795428
GABPA	-0.0253739726761628	6.94294786452514	-2.37600271599973	0.017763495590742	0.0391707851488157	-4.40430352691304
IKZF1	0.117431590203763	8.92565158379888	2.34308877879599	0.0193976512885592	0.0424118138343075	-4.48105281724861
FLI1	-0.0308385663359738	7.59078117039106	-2.2878038867583	0.0224396652278375	0.0486507027628745	-4.60759397680766
CDK8	-0.00839490339727611	6.71594838547486	-2.19120229389859	0.028758695881432	0.0618311961450787	-4.82155521269417
CBX2	0.00826591672148602	6.75452603910615	2.15141828843756	0.0317770721985586	0.0677560712994059	-4.90702505788878
E2F1	-0.0142036036069175	6.76845962290503	-2.1338545608711	0.0331939107716111	0.0701969588448824	-4.94426618744228
JUNB	0.0407303327894795	8.03358633379888	2.11186028405477	0.035044260471669	0.0735074731844765	-4.9904765406236
CUX1	0.0087558178293623	6.78300324022346	2.10439143594978	0.0356923574857761	0.0742631308978246	-5.00606118083557
CEBPA	0.043652435795563	8.98191717597765	2.09072746368436	0.0369045602853501	0.0761710124289627	-5.03443153685464
RNF2	-0.00873810965500699	6.71442135614525	-2.08074620735051	0.0378121035822904	0.0774247835256422	-5.05504012546851
THAP11	-0.0301564294185308	8.97392192039106	-2.07728611780183	0.0381311206999182	0.0774632215793613	-5.06216153097074
KLF5	-0.00830073045446156	6.67461561731844	-2.04833178555852	0.0408916890726141	0.0824223107869878	-5.12129503928527
IRF5	0.0488046624737919	7.28710872067039	2.01223060226521	0.04456970210815	0.0891394042163	-5.19387544210007
BRD4	0.0159962065208807	6.94590720111732	1.98078578149678	0.0479975927755943	0.0952567610469488	-5.25605455060135
RXRG	0.0155104394884393	6.84732070810056	1.97641584833919	0.0484911011628844	0.0955015580154517	-5.26461902216496
ATF4	-0.0228703510784829	7.98710028212291	-1.94568012070394	0.0520841795568477	0.101800896406566	-5.32432820438016
FOSL1	0.00865584778471007	6.73258792877095	1.91817068362019	0.0554868279523147	0.107636102343588	-5.37698449616364
RUNX1	0.0101178842486647	7.16077333240223	1.89216898411153	0.0588716978129674	0.113349985341385	-5.42607256571628
NFATC1	0.0100515156267846	6.9115322849162	1.88300917641253	0.0601043072622683	0.114866009434557	-5.44320720193881
BRCA1	0.00589498528986443	6.77279522905028	1.87969113646319	0.0605560646876341	0.114878416833894	-5.44939372451586
ARNTL	0.0175057325947616	7.41126278631285	1.86730544903609	0.0622673791778754	0.117262655678043	-5.47239154327336
SMAD4	-0.0384556343166569	8.11656324441341	-1.84783144300911	0.0650390173934951	0.121594684692186	-5.50824651591379
BCL6	0.0362346236063864	8.83429600698324	1.82926616331504	0.0677755127678309	0.125799153194967	-5.54208170487295
SMARCA4	0.0289930420866114	8.47756227234637	1.80530352335769	0.0714471728396063	0.131395461138551	-5.58525316841501
ATF2	-0.010984364648297	6.86110126675978	-1.80299636467878	0.0718091473664172	0.131395461138551	-5.58938001347581
EOMES	0.0609700602089376	8.95908904189944	1.79456556385638	0.073144695110663	0.132896699567261	-5.60441582651385
NFYA	-0.00916927125601941	6.87361003212291	-1.77323256209803	0.0766152562528535	0.138228923868785	-5.64214995869554
SMC1A	0.0161439197038735	6.96697679608939	1.7675989093867	0.0775538905983307	0.138950720655343	-5.65204019382631
ATF1	-0.0122939801584154	6.83847720111732	-1.75546307581974	0.079607767663713	0.141646924532676	-5.6732394304985
RBL2	-0.0329989912283004	9.33607421927374	-1.7264745247081	0.0846934629316066	0.149663790659962	-5.72329143248172
H2AFX	0.0145530717174092	6.98303048184358	1.72145247371496	0.0856007280723835	0.150238012535204	-5.7318785824986
HOXA9	-0.007752346824204	6.71857594273743	-1.69457679527973	0.090590610280984	0.157921469273607	-5.77741134822072
YY1	0.0266257945931319	8.75869915502793	1.67314111400113	0.0947363636743516	0.164040146496528	-5.81321817371885
DNMT3A	0.00651266763156144	6.81449520670391	1.64090203220381	0.10125696133582	0.174161973497611	-5.86621965761429
JARID2	0.0310421891529256	8.71977756703911	1.59016265144097	0.112239595302777	0.191773613166335	-5.94756267726892
LMO2	-0.039447446093515	8.41329928072626	-1.55889952690927	0.119462070226635	0.202771145516262	-5.99641923037027
SIN3A	0.0240894971974406	8.50083461312849	1.54109181712604	0.123736292456032	0.20865335590625	-6.0238175832228
MYBL2	0.00974209387472236	6.77451697206704	1.53062205423189	0.12630453752605	0.211601108322862	-6.03978005206623
SREBF2	0.0165644966448264	6.96190718575419	1.52482140730972	0.127745245457909	0.212634021471874	-6.04857732979266
FOXM1	0.00870448853978179	6.76829197346369	1.50649940607122	0.132380096306096	0.21893631312162	-6.07614656374972
BATF	-0.0208625978877786	7.39772712150838	-1.49483849957279	0.135397213360272	0.222499879279937	-6.09352035574
FOSL2	0.0135921312070773	7.03518767877095	1.46487441391446	0.143394162792265	0.234149962027875	-6.13754903212073
HSF1	0.00755058974764111	6.75923752094972	1.45081193588539	0.147270216581603	0.238144598207403	-6.15790665671775
HEY1	-0.00892594680841619	6.80100089664804	-1.44931832647625	0.147686572531723	0.238144598207403	-6.16005742077706
SOX4	0.0173283246668952	7.25854401536313	1.44555408040854	0.148739885728824	0.238353357254886	-6.16546808131111
UBTF	0.00634484372341149	6.92286239804469	1.43940404698729	0.15047314499793	0.239642416107815	-6.17427793210648
ELF1	-0.0334760045086462	9.44890109776536	-1.41428612475715	0.157712627216003	0.249631029581158	-6.20987131653808
BRD1	0.0123082821329286	7.14279836871508	1.3780971943603	0.168603815196164	0.265242587320795	-6.2600572567862
GREB1	-0.00352916985517737	6.73253684217877	-1.32328436543514	0.186163262722459	0.291091647166026	-6.33360599082344
SMAD2	0.00489832781593424	6.8527796396648	1.30849070575637	0.19112681812893	0.297052524561831	-6.35294740969459
SFPQ	-0.0132659062831637	7.00971094134078	-1.29734128358237	0.194931666972271	0.301151916639795	-6.36738129973192
HIF1A	-0.0159041912142577	7.07845940083799	-1.29252087886751	0.196593806048945	0.301911916432309	-6.37358366602882
TBL1XR1	-0.0146725531170162	7.05748829189944	-1.28456404814863	0.199360143062168	0.304348620769463	-6.38377136594098
MXI1	0.0140775715902191	6.9559261424581	1.24037447475904	0.215243254862909	0.325589513544016	-6.43921071205392
NR2F2	0.005627653500345	6.75213486871508	1.23887526500473	0.215797700837313	0.325589513544016	-6.44105770500623
MEIS1	-0.00834512574230306	6.82303848882682	-1.2272768043668	0.220121964659582	0.330182946989372	-6.45527158366573
RBBP5	-0.0133532320640546	7.52466636731844	-1.21985330154736	0.222922170738382	0.3324504049162	-6.46429918907333
SFMBT1	-0.00589949738164908	6.8740604972067	-1.20587308365797	0.228264791887391	0.33846158797096	-6.48115222827419
HOXB7	-0.00452850530248661	6.71438507541899	-1.19459011475457	0.23264281334466	0.342981976245271	-6.49461267535567
MITF	-0.00423681786443897	6.71964730586592	-1.17804184348566	0.239171343256427	0.349501472749594	-6.51412658282372
OGT	-0.0251317774005972	8.70880436173184	-1.17652978396643	0.239774266188675	0.349501472749594	-6.51589610113194
PBX1	0.0159487670763001	6.96489298184358	1.15516266543058	0.248409206573161	0.360053793797053	-6.54065935674542
XBP1	0.0263468613720566	9.94333118296089	1.14836753504842	0.251200410595426	0.362065396277206	-6.54843976074256
GTF2I	0.00490496235187265	6.82068673324022	1.12508621574678	0.260929537363995	0.37399900355506	-6.57475001411126
EPAS1	0.0077491896879911	6.816387	1.07981294642002	0.280589112118266	0.399955750975208	-6.62437591566528
FOXP1	0.00671126126505417	7.03357567318436	1.06262547443914	0.288310123127114	0.408703361356018	-6.6426838679388
KLF4	0.0135955062322859	7.23109081424581	1.05377233634696	0.292342658709228	0.412155223753994	-6.65199989793866
POLR3D	0.00479388912572087	6.77816380726257	1.04596178846228	0.295931678151621	0.414947679147382	-6.66015431350642
EBF1	-0.0116499584133818	6.90329862150838	-1.01953174242005	0.308294979620369	0.429946512119218	-6.68729934871988
GATA3	-0.00959593281755033	6.98714022486033	-0.999873103477499	0.31770973625405	0.440694150287876	-6.70704057845001
WDR5	0.00430905083199562	6.97426294134078	0.911662184360826	0.362253433086347	0.496728916000916	-6.79090262772362
GATA2	0.0146975785111048	6.94633649301676	0.910703599606634	0.362758076124285	0.496728916000916	-6.79177154565762
BACH1	0.00598999558784197	6.84366343715084	0.908570138095566	0.36388281055881	0.496728916000916	-6.79370216773256
CHD7	-0.0113314008578751	7.46520679888268	-0.895423159512168	0.370861870388049	0.502237029456585	-6.80549949661287
PHF8	0.00420220231046553	6.72286401396648	0.89341758220022	0.371933802149219	0.502237029456585	-6.8072841020597
MEF2B	0.00500082909222055	6.7857880349162	0.890013150371669	0.37375778936304	0.502237029456585	-6.81030429688576
TCF12	-0.00955848204872112	7.19990419134078	-0.854933030202111	0.39287421864762	0.525189370005627	-6.84075502460053
MAF	0.0081509488259055	7.21623676117318	0.840257449316272	0.401044568105508	0.533347930779491	-6.85313143202748
ELL2	-0.00478856506407421	6.76569831703911	-0.824588952509608	0.409879630174373	0.542302279923016	-6.86610913481359
ESR1	0.00323789571326927	6.69740834497207	0.820356755203703	0.412285802457469	0.542702739969526	-6.86957270395232
E2F6	0.00624743862880717	7.13432927653631	0.791258102154684	0.429055442345131	0.561910173223573	-6.89290497129263
WHSC1	-0.0019350878661113	6.7203599301676	-0.779536756115712	0.43592120085976	0.568018534453626	-6.90206590311662
SIX5	0.00301806076155664	6.72219661871508	0.756197622060857	0.449779460495678	0.581853647690321	-6.91990036739501
MAFF	-0.00457656315184263	7.0774344650838	-0.753007862872807	0.451692718780017	0.581853647690321	-6.92229576650282
SAP30	0.0121644151031157	7.25334595111732	0.750326517324936	0.453304585991296	0.581853647690321	-6.92430154366334
ASH2L	-0.00766685525820598	8.59643537430168	-0.741416829128981	0.45868386637391	0.585843750121132	-6.9309151173981
BRF1	0.00455780538231565	6.89184058240224	0.729098924460211	0.466179592095719	0.592484407688155	-6.93992866328879
RBPJ	0.00485196616755168	7.3329122472067	0.713235787114006	0.475932276760229	0.601501391925127	-6.9513142859277
KLF11	-0.00558699524573836	7.21228720530726	-0.709997042367632	0.477937152498648	0.601501391925127	-6.95360812368409
SMAD1	-0.00253020141576243	6.71773630167598	-0.691901894369983	0.489223259879311	0.610334440509709	-6.96623215325917
TCF21	0.00212953265265714	6.71692577234637	0.68972697982113	0.490589391012944	0.610334440509709	-6.96772756712391
NR4A1	0.00225519476680081	6.70402731703911	0.68740117437394	0.492052572193874	0.610334440509709	-6.96932152718722
ATF7	0.00383896515882132	6.75324290363128	0.65862520157324	0.5103482233665	0.629999242241899	-6.98859793297082
SMARCB1	0.00739407307703122	7.65881779748603	0.652794908126122	0.514098060810056	0.631606188995212	-6.99240323263484
MBD2	0.00343979517205373	6.8908108924581	0.630125747840324	0.528813370713684	0.646605922484031	-7.00687771476407
JMJD6	0.00411237834969302	6.97869414385475	0.613872169774995	0.539494799098894	0.656554991356201	-7.0169412706903
RB1	-0.00524259103707969	6.88602145530726	-0.604858234701734	0.545464846993311	0.660703899174997	-7.02240909324074
CBX8	0.00352388821346494	6.84179529608939	0.584004306661317	0.559401366318097	0.673604580408986	-7.03474930917765
TP53	0.00598231166724084	7.05072308798883	0.577699619271194	0.563648572563754	0.673604580408986	-7.03839493463923
TTF2	-0.00590646427725972	6.97769064664804	-0.57725597792089	0.563948020807523	0.673604580408986	-7.03864997724051
EP400	0.00792108648018619	7.8710952877095	0.558885103464355	0.576414899288562	0.68532278348594	-7.04903922333807
SSRP1	0.00492569497294415	7.00157800558659	0.547744695800534	0.584037937183052	0.691200861436822	-7.05517593198535
JUN	0.00605150081138461	7.01728340363128	0.533271382086703	0.594011233364605	0.698218731345719	-7.06296419692141
TBP	-0.00514526407200133	7.65544525698324	-0.530793628252061	0.595726404299406	0.698218731345719	-7.06427661583364
IRF4	-0.0042056668245527	6.9364931047486	-0.527389403470782	0.598086587703116	0.698218731345719	-7.06606980903812
RUNX1T1	0.00151141231371188	6.73617757821229	0.50212825329126	0.615731698504306	0.715580082045544	-7.07901605960421
SCML2	-0.0027248742840067	6.79800165223464	-0.487829198999062	0.625820180113404	0.720303832013285	-7.08606287955797
FOXK1	0.00340676356762248	7.12142681145251	0.485314429538799	0.62760179212236	0.720303832013285	-7.08728116628656
TEAD4	-0.00253865698270594	6.77723436312849	-0.484510298167107	0.628171946523213	0.720303832013285	-7.0876694021354
MAX	-0.00370898889502236	7.27987236452514	-0.473884320059849	0.635726878835153	0.725741304156945	-7.09273921584289
NRF1	0.00127339284054173	6.71167972067039	0.46059743868729	0.645227318422377	0.7333420623479	-7.09892051117126
PRDM1	-0.00400360730859095	7.22578210614525	-0.454801827074083	0.649389685522585	0.734835696775556	-7.10156170846795
FOXP3	0.00269175876073824	6.76039218156425	0.430344384995275	0.667074655152189	0.751551358206397	-7.11233938825638
GATAD1	0.00305967323667033	6.96342849162011	0.421948629069092	0.673189183681617	0.754582876747745	-7.11590190358872
HNF4A	0.00141509699745157	6.70421700698324	0.418626182194515	0.675614901274144	0.754582876747745	-7.1172923218366
EGR2	-0.00213454650316169	6.74488828072626	-0.394221942008928	0.693534581275872	0.771258284349892	-7.127168584676
XRN2	0.00355869537644082	7.46678050139665	0.346369516496575	0.729166799714697	0.807403580799965	-7.14481341344996
ATF3	0.00113409012043686	6.72361451955307	0.284810697166055	0.775871540007974	0.853943699954188	-7.16415985533135
BRF2	0.0033482026613374	7.61346824581006	0.282271474483446	0.777816936004783	0.853943699954188	-7.16487685097011
MEF2A	0.00174925423014383	6.88141962290503	0.273939420920462	0.784210190792389	0.857314530612019	-7.16718446477517
RARG	-0.000896566423678635	6.71352852234637	-0.221933053055947	0.824429288761281	0.891395283142473	-7.1800257172431
ELK4	-0.000559197407085321	6.73350929888268	-0.221816642557943	0.824519877908726	0.891395283142473	-7.1800514400854
POU5F1	-0.001370721902056	6.76772747625698	-0.220236322192586	0.825749894073841	0.891395283142473	-7.18039930322495
ARNT	0.00116627855406737	6.90228584636871	0.200194271906266	0.841385497869737	0.901823727605429	-7.18459523298105
HDAC1	0.00395301936790204	9.82922774441341	0.198895147586081	0.842401233926002	0.901823727605429	-7.18485340870577
TFAP2A	-0.000657091550219313	6.77769857541899	-0.165295472312404	0.868758083912119	0.926196634914573	-7.19094684399119
